序号,汉字,拼音,首次学期,年级,册,组词,网络核对,来源
818,鲜,xian,二上,2,上,鲜花、新鲜、鲜红,缺,本地识字表文件(部编版)
819,哄,hong,二上,2,上,哄笑、哄骗、起哄,在,本地识字表文件(部编版)
820,梦,meng,二上,2,上,梦见、梦话、梦中,缺,本地识字表文件(部编版)
821,闭,bi,二上,2,上,闭眼、闭门、闭嘴,缺,本地识字表文件(部编版)
822,紧,jin,二上,2,上,拉紧、加紧、关紧,缺,本地识字表文件(部编版)
823,润,run,二上,2,上,红润、利润、湿润,在,本地识字表文件(部编版)
824,等,deng,二上,2,上,平等、中等、头等,缺,本地识字表文件(部编版)
825,累,lei,二上,2,上,心累、受累、连累,缺,本地识字表文件(部编版)
826,吸,xi,二上,2,上,吸气、吸水、吸力,缺,本地识字表文件(部编版)
827,发,fa,二上,2,上,发生、发动、白发,缺,本地识字表文件(部编版)
828,粘,zhan,二上,2,上,粘贴、粘性、粘接,在,本地识字表文件(部编版)
829,汗,han,二上,2,上,汗水、出汗、流汗,缺,本地识字表文件(部编版)
830,额,e,二上,2,上,额头、名额、定额,缺,本地识字表文件(部编版)
831,沙,sha,二上,2,上,沙子、沙发、白沙,缺,本地识字表文件(部编版)
832,乏,fa,二上,2,上,缺乏、疲乏、乏味,缺,本地识字表文件(部编版)
833,弹,dan,二上,2,上,弹力、弹性、子弹,在,本地识字表文件(部编版)
834,钢,gang,二上,2,上,钢铁、钢管、钢板,缺,本地识字表文件(部编版)
835,琴,qin,二上,2,上,口琴、古琴、风琴,缺,本地识字表文件(部编版)
836,练,lian,二上,2,上,练字、苦练、教练,在,本地识字表文件(部编版)
837,捏,nie,二上,2,上,捏碎、扭捏、拿捏,缺,本地识字表文件(部编版)
838,泥,ni,二上,2,上,泥人、泥巴、泥土,缺,本地识字表文件(部编版)
839,滚,gun,二上,2,上,滚动、打滚、滚落,缺,本地识字表文件(部编版)
840,铁,tie,二上,2,上,地铁、铁人、铁水,在,本地识字表文件(部编版)
841,环,huan,二上,2,上,花环、手环、铁环,缺,本地识字表文件(部编版)
842,荡,dang,二上,2,上,回荡、动荡、震荡,缺,本地识字表文件(部编版)
843,滑,hua,二上,2,上,滑行、滑动、花滑,缺,本地识字表文件(部编版)
844,梯,ti,二上,2,上,梯子、电梯、梯形,在,本地识字表文件(部编版)
845,依,yi,二上,2,上,依然、相依、依法,缺,本地识字表文件(部编版)
846,尽,jin,二上,2,上,尽力、尽心、尽头,缺,本地识字表文件(部编版)
847,欲,yu,二上,2,上,欲望、意欲、欲念,在,本地识字表文件(部编版)
848,穷,qiong,二上,2,上,无穷、穷国、词穷,缺,本地识字表文件(部编版)
849,层,ceng,二上,2,上,一层、上层、中层,缺,本地识字表文件(部编版)
850,瀑,pu,二上,2,上,瀑布、飞瀑、瀑流、水瀑,缺,本地识字表文件(部编版)
851,布,bu,二上,2,上,花布、白布、分布,缺,本地识字表文件(部编版)
852,炉,lu,二上,2,上,炉子、火炉、炉火,缺,本地识字表文件(部编版)
853,烟,yan,二上,2,上,烟花、烟气、烟雾,缺,本地识字表文件(部编版)
854,遥,yao,二上,2,上,遥远、遥望、遥想,缺,本地识字表文件(部编版)
855,闻,wen,二上,2,上,新闻、闻名、传闻,缺,本地识字表文件(部编版)
856,景,jing,二上,2,上,风景、景区、景物,缺,本地识字表文件(部编版)
857,区,qu,二上,2,上,小区、地区、区分,缺,本地识字表文件(部编版)
858,省,sheng,二上,2,上,省力、省事、省心,在,本地识字表文件(部编版)
859,部,bu,二上,2,上,部分、部长、中部,缺,本地识字表文件(部编版)
860,秀,xiu,二上,2,上,秀气、秀美、新秀,缺,本地识字表文件(部编版)
861,尤,you,二上,2,上,尤其、尤为、尤甚,缺,本地识字表文件(部编版)
862,其,qi,二上,2,上,其中、其实、其他,在,本地识字表文件(部编版)
863,仙,xian,二上,2,上,神仙、仙人、水仙,缺,本地识字表文件(部编版)
864,巨,ju,二上,2,上,巨大、巨人、巨石,缺,本地识字表文件(部编版)
865,位,wei,二上,2,上,位子、水位、座位,缺,本地识字表文件(部编版)
866,著,zhu,二上,2,上,著名、名著、著作,缺,本地识字表文件(部编版)
867,形,xing,二上,2,上,地形、有形、形体,在,本地识字表文件(部编版)
868,状,zhuang,二上,2,上,形状、线状、状语,在,本地识字表文件(部编版)
869,潭,tan,二上,2,上,水潭、深潭、潭水,缺,本地识字表文件(部编版)
870,湾,wan,二上,2,上,海湾、台湾、河湾,缺,本地识字表文件(部编版)
871,湖,hu,二上,2,上,西湖、湖水、南湖,缺,本地识字表文件(部编版)
872,绕,rao,二上,2,上,绕路、绕行、绕过,缺,本地识字表文件(部编版)
873,茂,mao,二上,2,上,茂密、茂盛、繁茂,缺,本地识字表文件(部编版)
874,盛,sheng,二上,2,上,盛大、盛开、盛会,缺,本地识字表文件(部编版)
875,围,wei,二上,2,上,包围、围城、外围,缺,本地识字表文件(部编版)
876,胜,sheng,二上,2,上,胜利、取胜、得胜,缺,本地识字表文件(部编版)
877,央,yang,二上,2,上,央求、中央、央视,缺,本地识字表文件(部编版)
878,岛,dao,二上,2,上,小岛、海岛、岛国,缺,本地识字表文件(部编版)
879,纱,sha,二上,2,上,纱布、纱线、纱门,缺,本地识字表文件(部编版)
880,童,tong,二上,2,上,儿童、童心、学童,缺,本地识字表文件(部编版)
881,境,jing,二上,2,上,心境、家境、境地,缺,本地识字表文件(部编版)
882,引,yin,二上,2,上,引力、引开、引水,缺,本地识字表文件(部编版)
883,客,ke,二上,2,上,客人、客气、客车,缺,本地识字表文件(部编版)
884,沟,gou,二上,2,上,水沟、沟通、代沟,缺,本地识字表文件(部编版)
885,产,chan,二上,2,上,生产、水产、产生,缺,本地识字表文件(部编版)
886,份,fen,二上,2,上,身份、年份、成份,缺,本地识字表文件(部编版)
887,枝,zhi,二上,2,上,树枝、枝条、花枝,缺,本地识字表文件(部编版)
888,搭,da,二上,2,上,搭车、搭话、搭理,缺,本地识字表文件(部编版)
889,淡,dan,二上,2,上,淡水、平淡、清淡,缺,本地识字表文件(部编版)
890,够,gou,二上,2,上,够用、足够、能够、不够,缺,本地识字表文件(部编版)
891,收,shou,二上,2,上,收工、收成、收心,缺,本地识字表文件(部编版)
892,市,shi,二上,2,上,市区、城市、上市,缺,本地识字表文件(部编版)
893,留,liu,二上,2,上,留心、留学、留神,缺,本地识字表文件(部编版)
894,钉,ding,二上,2,上,钉子、图钉、钉头,在,本地识字表文件(部编版)
895,利,li,二上,2,上,水利、利市、不利,缺,本地识字表文件(部编版)
896,味,wei,二上,2,上,气味、口味、风味,缺,本地识字表文件(部编版)
897,昌,chang,二上,2,上,南昌、西昌、昌平,缺,本地识字表文件(部编版)
898,铺,pu,二上,2,上,铺子、铺面、铺路,缺,本地识字表文件(部编版)
899,调,diao,二上,2,上,调动、调子、高调,在,本地识字表文件(部编版)
900,硬,ying,二上,2,上,硬气、生硬、硬性,缺,本地识字表文件(部编版)
901,卧,wo,二上,2,上,卧房、卧式、卧车,缺,本地识字表文件(部编版)
902,限,xian,二上,2,上,无限、有限、限时,缺,本地识字表文件(部编版)
903,乘,cheng,二上,2,上,乘车、乘法、乘风,在,本地识字表文件(部编版)
904,售,shou,二上,2,上,出售、售价、售票,缺,本地识字表文件(部编版)
905,沿,yan,二上,2,上,沿路、沿海、沿用,缺,本地识字表文件(部编版)
906,渴,ke,二上,2,上,口渴、渴望、解渴,缺,本地识字表文件(部编版)
907,话,hua,二上,2,上,电话、话语、白话,缺,本地识字表文件(部编版)
908,弄,nong,二上,2,上,弄清、里弄、弄通,缺,本地识字表文件(部编版)
909,错,cuo,二上,2,上,不错、出错、错开,缺,本地识字表文件(部编版)
910,际,ji,二上,2,上,天际、国际、交际,缺,本地识字表文件(部编版)
911,抬,tai,二上,2,上,抬头、抬起、抬举,在,本地识字表文件(部编版)
912,堵,du,二上,2,上,堵车、堵住、堵塞,缺,本地识字表文件(部编版)
913,缝,feng,二上,2,上,无缝、缝合、裂缝,缺,本地识字表文件(部编版)
914,当,dang,二上,2,上,当心、当天、当中,缺,本地识字表文件(部编版)
915,鹊,que,二上,2,上,喜鹊、鹊桥、灰喜鹊,缺,本地识字表文件(部编版)
916,朗,lang,二上,2,上,开朗、明朗、清朗,缺,本地识字表文件(部编版)
917,衔,xian,二上,2,上,衔接、头衔、领衔,缺,本地识字表文件(部编版)
918,枯,ku,二上,2,上,干枯、枯叶、枯木,缺,本地识字表文件(部编版)
919,劝,quan,二上,2,上,劝说、劝解、力劝,缺,本地识字表文件(部编版)
920,趁,chen,二上,2,上,趁机、趁早、趁热,缺,本地识字表文件(部编版)
921,将,jiang,二上,2,上,大将、小将、老将,在,本地识字表文件(部编版)
922,难,nan,二上,2,上,困难、难题、难免,缺,本地识字表文件(部编版)
923,且,qie,二上,2,上,而且、并且、况且,在,本地识字表文件(部编版)
924,狂,kuang,二上,2,上,狂风、狂笑、狂热,缺,本地识字表文件(部编版)
925,吼,hou,二上,2,上,吼声、怒吼、吼叫,缺,本地识字表文件(部编版)
926,复,fu,二上,2,上,复习、重复、复杂,缺,本地识字表文件(部编版)
927,哀,ai,二上,2,上,哀伤、哀思、悲哀,缺,本地识字表文件(部编版)
928,葫,hu,二上,2,上,葫芦、糖葫芦、西葫芦,在,本地识字表文件(部编版)
929,芦,lu,二上,2,上,芦苇、芦花、葫芦,在,本地识字表文件(部编版)
930,藤,teng,二上,2,上,藤条、藤球、葡萄藤,缺,本地识字表文件(部编版)
931,谢,xie,二上,2,上,谢谢、道谢、多谢,缺,本地识字表文件(部编版)
932,啊,a,二上,2,上,啊呀、啊哟、天啊、啊哈,在,本地识字表文件(部编版)
933,蚜,ya,二上,2,上,蚜虫、棉蚜、麦蚜、菜蚜,缺,本地识字表文件(部编版)
934,盯,ding,二上,2,上,盯住、紧盯、盯紧、盯着,缺,本地识字表文件(部编版)
935,赛,sai,二上,2,上,比赛、大赛、赛车,缺,本地识字表文件(部编版)
936,感,gan,二上,2,上,感动、感人、感谢,缺,本地识字表文件(部编版)
937,怪,guai,二上,2,上,怪物、怪事、奇怪,缺,本地识字表文件(部编版)
938,慢,man,二上,2,上,慢跑、慢车、慢慢,缺,本地识字表文件(部编版)
939,锋,feng,二上,2,上,锋利、前锋、中锋,缺,本地识字表文件(部编版)
940,蜜,mi,二上,2,上,蜂蜜、花蜜、蜜桃,在,本地识字表文件(部编版)
941,蜂,feng,二上,2,上,蜜蜂、马蜂、蜂王,在,本地识字表文件(部编版)
942,幕,mu,二上,2,上,开幕、字幕、幕布,缺,本地识字表文件(部编版)
943,扫,sao,二上,2,上,扫地、打扫、清扫,缺,本地识字表文件(部编版)
944,墓,mu,二上,2,上,扫墓、墓地、古墓,缺,本地识字表文件(部编版)
945,慕,mu,二上,2,上,羡慕、爱慕、慕名,缺,本地识字表文件(部编版)
946,抄,chao,二上,2,上,抄写、抄手、抄袭,缺,本地识字表文件(部编版)
947,炒,chao,二上,2,上,炒菜、炒面、炒米,缺,本地识字表文件(部编版)
948,楼,lou,二上,2,上,大楼、高楼、楼上,缺,本地识字表文件(部编版)
949,争,zheng,二上,2,上,争气、争光、争取,缺,本地识字表文件(部编版)
950,代,dai,二上,2,上,时代、代表、代数,在,本地识字表文件(部编版)
951,临,lin,二上,2,上,来临、面临、临行,在,本地识字表文件(部编版)
952,腊,la,二上,2,上,腊月、腊肠、腊梅,缺,本地识字表文件(部编版)
953,章,zhang,二上,2,上,文章、章鱼、乐章,缺,本地识字表文件(部编版)
954,握,wo,二上,2,上,握手、握住、把握,缺,本地识字表文件(部编版)
955,视,shi,二上,2,上,电视、视力、重视,缺,本地识字表文件(部编版)
956,察,cha,二上,2,上,观察、察看、视察,缺,本地识字表文件(部编版)
957,油,you,二上,2,上,加油、石油、机油,缺,本地识字表文件(部编版)
958,朱,zhu,二上,2,上,朱红、朱笔、朱雀,缺,本地识字表文件(部编版)
959,德,de,二上,2,上,德国、品德、德行,缺,本地识字表文件(部编版)
960,扁,bian,二上,2,上,扁豆、压扁、扁平,缺,本地识字表文件(部编版)
961,担,dan,二上,2,上,担心、担当、担任,在,本地识字表文件(部编版)
962,志,zhi,二上,2,上,志气、大志、日志,缺,本地识字表文件(部编版)
963,伍,wu,二上,2,上,队伍、入伍、退伍,缺,本地识字表文件(部编版)
964,泽,ze,二上,2,上,光泽、色泽、沼泽,缺,本地识字表文件(部编版)
965,敌,di,二上,2,上,敌人、无敌、天敌,缺,本地识字表文件(部编版)
966,据,ju,二上,2,上,根据、数据、单据,缺,本地识字表文件(部编版)
967,陡,dou,二上,2,上,陡峭、陡坡、陡崖,缺,本地识字表文件(部编版)
968,整,zheng,二上,2,上,整理、整天、整齐,缺,本地识字表文件(部编版)
969,仗,zhang,二上,2,上,雪仗、打仗、仗义,缺,本地识字表文件(部编版)
970,疼,teng,二上,2,上,疼爱、疼痛、心疼,缺,本地识字表文件(部编版)
971,料,liao,二上,2,上,面料、不料、材料,缺,本地识字表文件(部编版)
972,敬,jing,二上,2,上,敬爱、敬重、敬意,缺,本地识字表文件(部编版)
973,泼,po,二上,2,上,活泼、泼水、泼辣,缺,本地识字表文件(部编版)
974,族,zu,二上,2,上,民族、家族、白族,缺,本地识字表文件(部编版)
975,民,min,二上,2,上,人民、农民、市民,缺,本地识字表文件(部编版)
976,度,du,二上,2,上,长度、高度、大度,缺,本地识字表文件(部编版)
977,敲,qiao,二上,2,上,敲门、敲打、敲钟,缺,本地识字表文件(部编版)
978,龙,long,二上,2,上,小龙、龙头、恐龙,缺,本地识字表文件(部编版)
979,驶,shi,二上,2,上,驾驶、行驶、驶向,缺,本地识字表文件(部编版)
980,容,rong,二上,2,上,容易、面容、市容,缺,本地识字表文件(部编版)
981,踩,cai,二上,2,上,踩水、踩踏、踩空,缺,本地识字表文件(部编版)
982,碗,wan,二上,2,上,洗碗、饭碗、汤碗,在,本地识字表文件(部编版)
983,祝,zhu,二上,2,上,祝福、庆祝、祝寿,缺,本地识字表文件(部编版)
984,福,fu,二上,2,上,幸福、福气、有福,缺,本地识字表文件(部编版)
985,健,jian,二上,2,上,健康、健身、健美,缺,本地识字表文件(部编版)
986,康,kang,二上,2,上,健康、小康、安康,缺,本地识字表文件(部编版)
987,寿,shou,二上,2,上,长寿、大寿、寿面,在,本地识字表文件(部编版)
988,刘,liu,二上,2,上,刘海、刘备、刘邦,在,本地识字表文件(部编版)
989,兰,lan,二上,2,上,兰花、马兰、吊兰,在,本地识字表文件(部编版)
990,派,pai,二上,2,上,气派、学派、派出,缺,本地识字表文件(部编版)
991,由,you,二上,2,上,自由、理由、不由,缺,本地识字表文件(部编版)
992,被,bei,二上,2,上,被子、被单、被套,缺,本地识字表文件(部编版)
993,拉,la,二上,2,上,拉手、拉面、拉长,缺,本地识字表文件(部编版)
994,血,xue,二上,2,上,心血、流血、出血,在,本地识字表文件(部编版)
995,挺,ting,二上,2,上,挺好、挺直、挺立,缺,本地识字表文件(部编版)
996,杀,sha,二上,2,上,杀菌、杀虫、杀毒,在,本地识字表文件(部编版)
997,烈,lie,二上,2,上,热烈、烈日、烈火,在,本地识字表文件(部编版)
998,荣,rong,二上,2,上,光荣、荣誉、荣光,缺,本地识字表文件(部编版)
999,轿,jiao,二上,2,上,轿车、轿子、花轿、小轿车,缺,本地识字表文件(部编版)
1000,救,jiu,二上,2,上,救生、救火、得救,缺,本地识字表文件(部编版)
1001,摩,mo,二上,2,上,摩天、按摩、摩擦,缺,本地识字表文件(部编版)
1002,托,tuo,二上,2,上,花托、托付、重托,缺,本地识字表文件(部编版)
1003,防,fang,二上,2,上,防水、防风、国防,缺,本地识字表文件(部编版)
1004,渔,yu,二上,2,上,渔民、渔网、渔夫,缺,本地识字表文件(部编版)
1005,货,huo,二上,2,上,货车、货物、国货,在,本地识字表文件(部编版)
1006,轮,lun,二上,2,上,轮子、车轮、轮流,缺,本地识字表文件(部编版)
1007,科,ke,二上,2,上,科学、学科、文科,缺,本地识字表文件(部编版)
1008,考,kao,二上,2,上,考试、考生、考上,缺,本地识字表文件(部编版)
1009,宿,su,二上,2,上,住宿、宿舍、民宿,缺,本地识字表文件(部编版)
1010,寺,si,二上,2,上,寺庙、寺院、白马寺,缺,本地识字表文件(部编版)
1011,危,wei,二上,2,上,危险、危机、安危,缺,本地识字表文件(部编版)
1012,辰,chen,二上,2,上,星辰、时辰、生辰,缺,本地识字表文件(部编版)
1013,恐,kong,二上,2,上,恐龙、恐高、惊恐,缺,本地识字表文件(部编版)
1014,惊,jing,二上,2,上,惊喜、惊人、惊动,缺,本地识字表文件(部编版)
1015,似,shi,二上,2,上,相似、好似、神似,缺,本地识字表文件(部编版)
1016,庐,lu,二上,2,上,庐山、茅庐、穹庐,缺,本地识字表文件(部编版)
1017,笼,long,二上,2,上,灯笼、笼子、笼头,缺,本地识字表文件(部编版)
1018,盖,gai,二上,2,上,盖子、盖上、锅盖,缺,本地识字表文件(部编版)
1019,苍,cang,二上,2,上,苍白、苍老、苍耳,缺,本地识字表文件(部编版)
1020,茫,mang,二上,2,上,茫然、迷茫、茫茫,缺,本地识字表文件(部编版)
1021,雾,wu,二上,2,上,大雾、雾气、云雾,缺,本地识字表文件(部编版)
1022,淘,tao,二上,2,上,淘气、淘米、淘金,缺,本地识字表文件(部编版)
1023,于,yu,二上,2,上,大于、小于、高于,缺,本地识字表文件(部编版)
1024,暗,an,二上,2,上,黑暗、暗中、暗地,缺,本地识字表文件(部编版)
1025,岸,an,二上,2,上,海岸、河岸、对岸,缺,本地识字表文件(部编版)
1026,街,jie,二上,2,上,大街、街道、上街,缺,本地识字表文件(部编版)
1027,梁,liang,二上,2,上,桥梁、梁龙、大梁,缺,本地识字表文件(部编版)
1028,甚,shen,二上,2,上,甚至、甚是、甚为,缺,本地识字表文件(部编版)
1029,至,zhi,二上,2,上,至少、至多、至高,缺,本地识字表文件(部编版)
1030,切,qie,二上,2,上,一切、切面、切口,缺,本地识字表文件(部编版)
1031,躲,duo,二上,2,上,躲藏、躲雨、躲开,缺,本地识字表文件(部编版)
1032,失,shi,二上,2,上,失手、失学、迷失,缺,本地识字表文件(部编版)
1033,添,tian,二上,2,上,添加、增添、添乱,缺,本地识字表文件(部编版)
1034,柴,chai,二上,2,上,火柴、木柴、柴火,缺,本地识字表文件(部编版)
1035,烧,shao,二上,2,上,发烧、烧水、红烧,缺,本地识字表文件(部编版)
1036,旺,wang,二上,2,上,兴旺、旺盛、旺季,缺,本地识字表文件(部编版)
1037,渐,jian,二上,2,上,渐渐、渐变、渐进,缺,本地识字表文件(部编版)
1038,哎,ai,二上,2,上,哎呀、哎哟、哎呦、哎唷,在,本地识字表文件(部编版)
1039,呀,ya,二上,2,上,哎呀、啊呀、吱呀、咿呀学语,缺,本地识字表文件(部编版)
1040,冒,mao,二上,2,上,感冒、冒号、冒失,缺,本地识字表文件(部编版)
1041,呛,qiang,二上,2,上,呛到、够呛、咳呛、呛咕,缺,本地识字表文件(部编版)
1042,烫,tang,二上,2,上,滚烫、发烫、烫伤、烫金,缺,本地识字表文件(部编版)
1043,终,zhong,二上,2,上,终于、终点、终生,缺,本地识字表文件(部编版)
1044,浑,hun,二上,2,上,浑身、浑然、浑浊,缺,本地识字表文件(部编版)
1045,淋,lin,二上,2,上,淋雨、淋湿、淋浴,缺,本地识字表文件(部编版)
1046,灭,mie,二上,2,上,灭火、消灭、熄灭,缺,本地识字表文件(部编版)
1047,激,ji,二上,2,上,激动、激光、激流,缺,本地识字表文件(部编版)
1048,瞧,qiao,二上,2,上,瞧见、小瞧、瞧不起,缺,本地识字表文件(部编版)
1049,滩,tan,二上,2,上,沙滩、海滩、河滩,缺,本地识字表文件(部编版)
1050,椰,ye,二上,2,上,椰子、椰奶、椰林、椰果,缺,本地识字表文件(部编版)
1051,壳,ke,二上,2,上,蛋壳、贝壳、外壳,缺,本地识字表文件(部编版)
1052,漠,mo,二上,2,上,沙漠、大漠、漠河,缺,本地识字表文件(部编版)
1053,骆,luo,二上,2,上,骆驼、骆宾王、骆马,缺,本地识字表文件(部编版)
1054,驼,tuo,二上,2,上,骆驼、羊驼、驼峰,缺,本地识字表文件(部编版)
1055,骏,jun,二上,2,上,骏马、神骏、骏逸,缺,本地识字表文件(部编版)
1056,悬,xuan,二上,2,上,悬挂、悬念、悬浮,缺,本地识字表文件(部编版)
1057,崖,ya,二上,2,上,悬崖、山崖、断崖,缺,本地识字表文件(部编版)
1058,假,jia,二上,2,上,假山、假发、假人,在,本地识字表文件(部编版)
1059,威,wei,二上,2,上,威风、威力、威武,在,本地识字表文件(部编版)
1060,扯,che,二上,2,上,拉扯、扯住、扯平,在,本地识字表文件(部编版)
1061,嗓,sang,二上,2,上,嗓子、嗓门、嗓音,缺,本地识字表文件(部编版)
1062,兽,shou,二上,2,上,野兽、百兽、走兽,缺,本地识字表文件(部编版)
1063,违,wei,二上,2,上,违反、违法、违心,缺,本地识字表文件(部编版)
1064,抗,kang,二上,2,上,反抗、对抗、抗病,缺,本地识字表文件(部编版)
1065,趟,tang,二上,2,上,单趟、白跑一趟、空跑一趟、转一趟,缺,本地识字表文件(部编版)
1066,神,shen,二上,2,上,神奇、天神、山神,缺,本地识字表文件(部编版)
1067,猪,zhu,二上,2,上,小猪、猪头、猪油,缺,本地识字表文件(部编版)
1068,纳,na,二上,2,上,接纳、容纳、交纳,缺,本地识字表文件(部编版)
1069,实,shi,二上,2,上,诚实、实力、实心,缺,本地识字表文件(部编版)
1070,受,shou,二上,2,上,接受、感受、受用,缺,本地识字表文件(部编版)
1071,骗,pian,二上,2,上,骗子、骗人、受骗,缺,本地识字表文件(部编版)
1072,筝,zheng,二上,2,上,风筝、古筝、朝鲜筝,缺,本地识字表文件(部编版)
1073,鼠,shu,二上,2,上,老鼠、鼠标、鼠年,缺,本地识字表文件(部编版)
1074,折,zhe,二上,2,上,折纸、打折、折线,在,本地识字表文件(部编版)
1075,漂,piao,二上,2,上,漂流、漂游、漂白,缺,本地识字表文件(部编版)
1076,扎,zha,二上,2,上,扎实、包扎、扎辫子,在,本地识字表文件(部编版)
1077,抓,zhua,二上,2,上,抓住、抓药、抓耳,缺,本地识字表文件(部编版)
1078,幸,xing,二上,2,上,幸福、幸运、幸好,缺,本地识字表文件(部编版)
1079,俩,lia,二上,2,上,哥俩、咱俩、姐俩,缺,本地识字表文件(部编版)
1080,但,dan,二上,2,上,不但、但愿、但凡,缺,本地识字表文件(部编版)
1081,愿,yuan,二上,2,上,愿意、心愿、如愿,缺,本地识字表文件(部编版)
1082,哭,ku,二上,2,上,大哭、哭声、痛哭,缺,本地识字表文件(部编版)
1083,取,qu,二上,2,上,取出、取得、取名,在,本地识字表文件(部编版)
1084,帮,bang,二上,2,上,帮助、帮手、帮工,缺,本地识字表文件(部编版)
1085,助,zhu,二上,2,上,助人、助手、互助,缺,本地识字表文件(部编版)
1086,抽,chou,二上,2,上,抽水、抽出、抽中,缺,本地识字表文件(部编版)
1087,续,xu,二上,2,上,连续、续集、手续,在,本地识字表文件(部编版)
1088,使,shi,二上,2,上,天使、大使、使用,缺,本地识字表文件(部编版)
1089,劲,jin,二上,2,上,使劲、劲头、有劲,缺,本地识字表文件(部编版)
1090,秧,yang,二上,2,上,秧苗、插秧、秧歌、秧田,缺,本地识字表文件(部编版)
1091,表,biao,二上,2,上,手表、表扬、表面,在,本地识字表文件(部编版)
1092,示,shi,二上,2,上,提示、示意、出示,在,本地识字表文件(部编版)
1093,摆,bai,二上,2,上,摆手、摆动、摆平,缺,本地识字表文件(部编版)
1094,翻,fan,二上,2,上,翻开、打翻、空翻,缺,本地识字表文件(部编版)
1095,仍,reng,二上,2,上,仍然、仍旧、频仍,缺,本地识字表文件(部编版)
1096,栽,zai,二上,2,上,栽种、盆栽、栽培,缺,本地识字表文件(部编版)
1097,责,ze,二上,2,上,责任、自责、指责,在,本地识字表文件(部编版)
1098,狼,lang,二上,2,上,野狼、狼狗、狼烟,在,本地识字表文件(部编版)
1099,猩,xing,二上,2,上,猩猩、大猩猩、黑猩猩、猩红,缺,本地识字表文件(部编版)
1100,蛇,she,二上,2,上,水蛇、蛇年、蛇果,缺,本地识字表文件(部编版)
1101,鹤,he,二上,2,上,仙鹤、白鹤、纸鹤,缺,本地识字表文件(部编版)
1102,鸽,ge,二上,2,上,鸽子、信鸽、白鸽、飞鸽,缺,本地识字表文件(部编版)
1103,羚,ling,二上,2,上,羚羊、藏羚羊、斑羚,缺,本地识字表文件(部编版)
1104,蚯,qiu,二上,2,上,蚯蚓、蚯蚓粪、蚯蚓土、蚯蚓肥,缺,本地识字表文件(部编版)
1105,蚓,yin,二上,2,上,蚯蚓、蚯蚓土、蚯蚓粪,缺,本地识字表文件(部编版)
1106,螃,pang,二上,2,上,螃蟹、螃蜞、螃蠏,缺,本地识字表文件(部编版)
1107,蟹,xie,二上,2,上,螃蟹、河蟹、蟹肉,缺,本地识字表文件(部编版)
1108,虾,xia,二上,2,上,大虾、小虾、龙虾,在,本地识字表文件(部编版)
1109,蚕,can,二上,2,上,养蚕、春蚕、蚕食,缺,本地识字表文件(部编版)
1110,莺,ying,二下,2,下,黄莺、夜莺、柳莺,缺,本地识字表文件(部编版)
1111,拂,fu,二下,2,下,吹拂、飘拂、拂晓,在,本地识字表文件(部编版)
1112,堤,di,二下,2,下,堤岸、堤坝、海堤,缺,本地识字表文件(部编版)
1113,醉,zui,二下,2,下,陶醉、心醉、醉人,缺,本地识字表文件(部编版)
1114,咏,yong,二下,2,下,歌咏、吟咏、咏鹅,缺,本地识字表文件(部编版)
1115,妆,zhuang,二下,2,下,化妆、红妆、妆点,缺,本地识字表文件(部编版)
1116,丝,si,二下,2,下,丝线、丝带、发丝,缺,本地识字表文件(部编版)
1117,绦,tao,二下,2,下,丝绦、绦子、绦带、绦虫,缺,本地识字表文件(部编版)
1118,裁,cai,二下,2,下,体裁、裁剪、裁缝,缺,本地识字表文件(部编版)
1119,剪,jian,二下,2,下,剪刀、剪断、剪报,缺,本地识字表文件(部编版)
1120,脱,tuo,二下,2,下,脱下、脱口、脱掉,缺,本地识字表文件(部编版)
1121,袄,ao,二下,2,下,棉袄、夹袄、袄子,缺,本地识字表文件(部编版)
1122,寻,xun,二下,2,下,寻找、寻宝、寻常,缺,本地识字表文件(部编版)
1123,羞,xiu,二下,2,下,害羞、羞红、羞耻,缺,本地识字表文件(部编版)
1124,姑,gu,二下,2,下,姑姑、大姑、表姑,缺,本地识字表文件(部编版)
1125,遮,zhe,二下,2,下,遮阳、遮住、遮盖,缺,本地识字表文件(部编版)
1126,掩,yan,二下,2,下,掩耳、掩护、掩盖,缺,本地识字表文件(部编版)
1127,探,tan,二下,2,下,探头、探望、探索,缺,本地识字表文件(部编版)
1128,嫩,nen,二下,2,下,嫩绿、嫩叶、细嫩,缺,本地识字表文件(部编版)
1129,符,fu,二下,2,下,符号、符合、音符,在,本地识字表文件(部编版)
1130,解,jie,二下,2,下,解开、解答、分解,缺,本地识字表文件(部编版)
1131,触,chu,二下,2,下,触角、触动、接触,在,本地识字表文件(部编版)
1132,杜,du,二下,2,下,杜甫、杜鹃、杜绝,缺,本地识字表文件(部编版)
1133,鹃,juan,二下,2,下,杜鹃、杜鹃花、杜鹃鸟,缺,本地识字表文件(部编版)
1134,邮,you,二下,2,下,邮票、邮局、电邮,缺,本地识字表文件(部编版)
1135,递,di,二下,2,下,传递、递交、投递,缺,本地识字表文件(部编版)
1136,裹,guo,二下,2,下,包裹、裹住、裹紧,缺,本地识字表文件(部编版)
1137,颈,jing,二下,2,下,头颈、颈部、后颈,在,本地识字表文件(部编版)
1138,寄,ji,二下,2,下,寄出、寄语、寄生,缺,本地识字表文件(部编版)
1139,局,ju,二下,2,下,局长、局面、大局,缺,本地识字表文件(部编版)
