序号,汉字,拼音,首次学期,年级,册,组词,网络核对,来源
2492,砚,yan,四下,4,下,砚台、古砚、砚石,在,本地识字表文件(部编版)
2493,乾,qian,四下,4,下,乾隆、乾坤、乾陵,在,本地识字表文件(部编版)
2494,坤,kun,四下,4,下,乾坤、扭转乾坤、坤包,在,本地识字表文件(部编版)
2495,役,yi,四下,4,下,战役、服役、兵役,在,本地识字表文件(部编版)
2496,屡,lv,四下,4,下,屡次、屡屡、屡教不改,在,本地识字表文件(部编版)
2497,摧,cui,四下,4,下,摧毁、摧残、无坚不摧,在,本地识字表文件(部编版)
2498,雹,bao,四下,4,下,冰雹、雹子、雹灾,缺,本地识字表文件(部编版)
2499,膛,tang,四下,4,下,胸膛、炉膛、枪膛、上膛,在,本地识字表文件(部编版)
2500,弥,mi,四下,4,下,弥补、弥散、弥漫,缺,本地识字表文件(部编版)
2501,脉,mai,四下,4,下,山脉、动脉、脉搏,在,本地识字表文件(部编版)
2502,葬,zang,四下,4,下,安葬、火葬、葬身,缺,本地识字表文件(部编版)
2503,剖,pou,四下,4,下,解剖、剖析、剖面,在,本地识字表文件(部编版)
2504,裸,luo,四下,4,下,赤裸、裸眼、裸体,缺,本地识字表文件(部编版)
2505,泣,qi,四下,4,下,哭泣、抽泣、啜泣,缺,本地识字表文件(部编版)
2506,汹,xiong,四下,4,下,汹涌、气势汹汹、波涛汹涌,在,本地识字表文件(部编版)
2507,维,wei,四下,4,下,思维、维生素、维持,在,本地识字表文件(部编版)
2508,酣,han,四下,4,下,酣睡、酣畅、酣梦,缺,本地识字表文件(部编版)
2509,械,xie,四下,4,下,机械、器械、枪械,在,本地识字表文件(部编版)
2510,岗,gang,四下,4,下,岗哨、站岗、门岗,在,本地识字表文件(部编版)
2511,宰,zai,四下,4,下,主宰、宰相、宰客,在,本地识字表文件(部编版)
2512,遣,qian,四下,4,下,派遣、消遣、遣词,在,本地识字表文件(部编版)
2513,泰,tai,四下,4,下,泰山、泰国、安泰,在,本地识字表文件(部编版)
2514,杖,zhang,四下,4,下,手杖、魔杖、拐杖,缺,本地识字表文件(部编版)
2515,敞,chang,四下,4,下,宽敞、敞开、敞亮,缺,本地识字表文件(部编版)
2516,拘,ju,四下,4,下,拘留、拘束、不拘,在,本地识字表文件(部编版)
2517,蕴,yun,四下,4,下,蕴藏、底蕴、蕴积,缺,本地识字表文件(部编版)
2518,蔼,ai,四下,4,下,和蔼、和蔼可亲、蔼然,在,本地识字表文件(部编版)
2519,慷,kang,四下,4,下,慷慨、慷慨解囊、慷慨激昂,在,本地识字表文件(部编版)
2520,慨,kai,四下,4,下,感慨、慷慨、慨叹,在,本地识字表文件(部编版)
2521,贤,xian,四下,4,下,贤人、贤明、贤能,缺,本地识字表文件(部编版)
2522,戚,qi,四下,4,下,亲戚、戚友、哀戚,缺,本地识字表文件(部编版)
2523,惧,ju,四下,4,下,恐惧、惧怕、畏惧,在,本地识字表文件(部编版)
2524,彬,bin,四下,4,下,彬彬有礼、彬彬、文质彬彬,缺,本地识字表文件(部编版)
2525,躁,zao,四下,4,下,急躁、暴躁、烦躁,在,本地识字表文件(部编版)
2526,焚,fen,四下,4,下,焚烧、焚香、焚毁,在,本地识字表文件(部编版)
2527,妖,yao,四下,4,下,妖精、妖怪、小妖,在,本地识字表文件(部编版)
2528,矩,ju,四下,4,下,规矩、矩形、矩尺,在,本地识字表文件(部编版)
2529,乖,guai,四下,4,下,乖巧、乖乖、乖顺,在,本地识字表文件(部编版)
2530,撵,nian,四下,4,下,撵走、撵出、撵跑、撵鸭子,在,本地识字表文件(部编版)
2531,丫,ya,四下,4,下,丫头、脚丫、枝丫、丫鬟,在,本地识字表文件(部编版)
2532,拽,zhuai,四下,4,下,拖拽、拽住、生拉硬拽,在,本地识字表文件(部编版)
2533,瘦,shou,四下,4,下,瘦小、瘦肉、消瘦,在,本地识字表文件(部编版)
2534,硕,shuo,四下,4,下,硕大、丰硕、硕果,缺,本地识字表文件(部编版)
2535,允,yun,四下,4,下,允许、允诺、应允,在,本地识字表文件(部编版)
2536,砌,qi,四下,4,下,砌砖、堆砌、铺砌,在,本地识字表文件(部编版)
2537,覆,fu,四下,4,下,覆盖、回覆、翻覆,在,本地识字表文件(部编版)
2538,啸,xiao,四下,4,下,海啸、呼啸、啸叫,在,本地识字表文件(部编版)
2539,缕,lv,四下,4,下,丝缕、条分缕析、不绝如缕,在,本地识字表文件(部编版)
2540,搂,lou,四下,4,下,搂住、搂抱、扒搂,缺,本地识字表文件(部编版)
2541,颊,jia,四下,4,下,脸颊、面颊、齿颊生香,在,本地识字表文件(部编版)
2542,矢,shi,四下,4,下,矢志、箭矢、矢量,缺,本地识字表文件(部编版)
2543,殿,dian,四下,4,下,殿堂、大殿、殿后,在,本地识字表文件(部编版)
2544,抚,fu,四下,4,下,安抚、爱抚、抚平,在,本地识字表文件(部编版)
2545,鲸,jing,四下,4,下,鲸鱼、白鲸、蓝鲸,缺,本地识字表文件(部编版)
2546,昵,ni,四下,4,下,亲昵、昵称、昵爱、昵昵,缺,本地识字表文件(部编版)
2547,恰,qia,四下,4,下,恰好、恰当、恰巧,缺,本地识字表文件(部编版)
2548,鹭,lu,五上,5,上,白鹭、苍鹭、池鹭,在,本地识字表文件(部编版)
2549,嫌,xian,五上,5,上,嫌疑、嫌恶、讨嫌,在,本地识字表文件(部编版)
2550,嵌,qian,五上,5,上,镶嵌、嵌入、嵌进、嵌套,在,本地识字表文件(部编版)
2551,匣,xia,五上,5,上,匣子、话匣子、墨匣,在,本地识字表文件(部编版)
2552,嗜,shi,五上,5,上,嗜好、嗜睡、嗜酒,在,本地识字表文件(部编版)
2553,亩,mu,五上,5,上,田亩、公亩、亩产,在,本地识字表文件(部编版)
2554,吩,fen,五上,5,上,吩咐、吩示、吩附、吩嗪,在,本地识字表文件(部编版)
2555,榨,zha,五上,5,上,榨汁、榨菜、榨油,在,本地识字表文件(部编版)
2556,榴,liu,五上,5,上,石榴、榴莲、石榴子、石榴花,在,本地识字表文件(部编版)
2557,矮,ai,五上,5,上,矮小、矮树、高矮,在,本地识字表文件(部编版)
2558,箩,luo,五上,5,上,箩筐、一箩筐、淘箩、折箩,缺,本地识字表文件(部编版)
2559,杭,hang,五上,5,上,杭州、苏杭、杭州市、杭州湾,在,本地识字表文件(部编版)
2560,蔓,man,五上,5,上,藤蔓、蔓草、蔓越莓,在,本地识字表文件(部编版)
2561,幽,you,五上,5,上,幽静、幽香、清幽,在,本地识字表文件(部编版)
2562,悉,xi,五上,5,上,悉心、知悉、得悉,在,本地识字表文件(部编版)
2563,雏,chu,五上,5,上,雏鸡、雏菊、雏燕,在,本地识字表文件(部编版)
2564,哟,yo,五上,5,上,哎哟、啊哟、嗨哟、哎哟喂,在,本地识字表文件(部编版)
2565,柜,gui,五上,5,上,柜子、书柜、柜台,在,本地识字表文件(部编版)
2566,享,xiang,五上,5,上,分享、享受、享用,在,本地识字表文件(部编版)
2567,陪,pei,五上,5,上,陪同、陪护、失陪,在,本地识字表文件(部编版)
2568,趴,pa,五上,5,上,趴下、趴着、趴窝、累趴,在,本地识字表文件(部编版)
2569,睑,jian,五上,5,上,眼睑、上眼睑、下眼睑、上睑,在,本地识字表文件(部编版)
2570,眸,mou,五上,5,上,眸子、眼眸、回眸,在,本地识字表文件(部编版)
2571,咂,za,五上,5,上,咂嘴、咂舌、点头咂嘴,缺,本地识字表文件(部编版)
2572,汛,xun,五上,5,上,防汛、汛期、春汛、秋汛,在,本地识字表文件(部编版)
2573,挽,wan,五上,5,上,挽回、挽留、挽联,在,本地识字表文件(部编版)
2574,惰,duo,五上,5,上,懒惰、惰性、怠惰,在,本地识字表文件(部编版)
2575,衡,heng,五上,5,上,平衡、衡水、衡山,在,本地识字表文件(部编版)
2576,协,xie,五上,5,上,协作、协力、协会,在,本地识字表文件(部编版)
2577,绰,chuo,五上,5,上,绰号、绰绰有余、宽绰,在,本地识字表文件(部编版)
2578,璧,bi,五上,5,上,完璧、合璧、璧还,在,本地识字表文件(部编版)
2579,臣,chen,五上,5,上,大臣、臣子、名臣,在,本地识字表文件(部编版)
2580,诺,nuo,五上,5,上,诺言、应诺、许诺,在,本地识字表文件(部编版)
2581,典,dian,五上,5,上,字典、经典、词典,在,本地识字表文件(部编版)
2582,罪,zui,五上,5,上,无罪、罪行、定罪,在,本地识字表文件(部编版)
2583,抵,di,五上,5,上,抵达、抵制、相抵,在,本地识字表文件(部编版)
2584,御,yu,五上,5,上,防御、御寒、御用,在,本地识字表文件(部编版)
2585,辞,ci,五上,5,上,告辞、辞别、言辞,在,本地识字表文件(部编版)
2586,辱,ru,五上,5,上,荣辱、辱骂、受辱,在,本地识字表文件(部编版)
2587,擅,shan,五上,5,上,擅长、擅自、擅闯,在,本地识字表文件(部编版)
2588,缶,fou,五上,5,上,击缶、瓦缶、击缶而歌,缺,本地识字表文件(部编版)
2589,卿,qing,五上,5,上,关汉卿、颜真卿、公卿,在,本地识字表文件(部编版)
2590,袍,pao,五上,5,上,旗袍、长袍、袍子,在,本地识字表文件(部编版)
2591,鸵,tuo,五上,5,上,鸵鸟、美洲鸵、鸵鸟蛋、小鸵鸟,在,本地识字表文件(部编版)
2592,赢,ying,五上,5,上,赢得、赢球、赢家,在,本地识字表文件(部编版)
2593,侵,qin,五上,5,上,侵入、入侵、侵略,在,本地识字表文件(部编版)
2594,略,lve,五上,5,上,省略、略过、简略,在,本地识字表文件(部编版)
2595,垒,lei,五上,5,上,垒球、对垒、壁垒,在,本地识字表文件(部编版)
2596,丘,qiu,五上,5,上,山丘、小丘、沙丘,在,本地识字表文件(部编版)
2597,搁,ge,五上,5,上,搁板、搁置、耽搁、搁浅,在,本地识字表文件(部编版)
2598,陷,xian,五上,5,上,陷入、陷害、深陷,在,本地识字表文件(部编版)
2599,拐,guai,五上,5,上,拐弯、拐角、拐点,在,本地识字表文件(部编版)
2600,岔,cha,五上,5,上,岔口、岔道、打岔、分岔,在,本地识字表文件(部编版)
2601,酬,chou,五上,5,上,报酬、酬金、酬谢,在,本地识字表文件(部编版)
2602,誓,shi,五上,5,上,发誓、誓言、起誓,在,本地识字表文件(部编版)
2603,谎,huang,五上,5,上,说谎、谎言、谎话,在,本地识字表文件(部编版)
2604,牺,xi,五上,5,上,牺牲、牺牲品、英勇牺牲,在,本地识字表文件(部编版)
2605,嫂,sao,五上,5,上,嫂子、大嫂、兄嫂,在,本地识字表文件(部编版)
2606,恳,ken,五上,5,上,诚恳、恳求、勤恳,在,本地识字表文件(部编版)
2607,筛,shai,五上,5,上,筛子、筛选、筛查,在,本地识字表文件(部编版)
2608,歹,dai,五上,5,上,好歹、歹徒、不知好歹,在,本地识字表文件(部编版)
2609,罕,han,五上,5,上,罕见、稀罕、纳罕,在,本地识字表文件(部编版)
2610,梭,suo,五上,5,上,穿梭、梭子、梭鱼,在,本地识字表文件(部编版)
2611,监,jian,五上,5,上,监视、监管、监督,在,本地识字表文件(部编版)
2612,狱,yu,五上,5,上,监狱、狱警、入狱,在,本地识字表文件(部编版)
2613,酿,niang,五上,5,上,酿酒、酿造、酝酿、酿成,在,本地识字表文件(部编版)
2614,瞌,ke,五上,5,上,瞌睡、打瞌睡、瞌睡虫、打个瞌睡,在,本地识字表文件(部编版)
2615,婚,hun,五上,5,上,新婚、婚礼、婚车,在,本地识字表文件(部编版)
2616,俭,jian,五上,5,上,节俭、俭省、俭朴,在,本地识字表文件(部编版)
2617,皇,huang,五上,5,上,皇宫、皇上、皇家,在,本地识字表文件(部编版)
2618,衰,shuai,五上,5,上,衰老、衰落、衰退,在,本地识字表文件(部编版)
2619,珊,shan,五上,5,上,珊瑚、红珊瑚、阑珊,在,本地识字表文件(部编版)
2620,瑚,hu,五上,5,上,珊瑚、红珊瑚、珊瑚礁,在,本地识字表文件(部编版)
2621,礁,jiao,五上,5,上,礁石、暗礁、触礁、大堡礁,在,本地识字表文件(部编版)
2622,筐,kuang,五上,5,上,篮筐、箩筐、竹筐,在,本地识字表文件(部编版)
2623,拗,ao,五上,5,上,拗口、执拗、拗口令,在,本地识字表文件(部编版)
2624,乃,nai,五上,5,上,乃是、乃至、乃们,在,本地识字表文件(部编版)
2625,熏,xun,五上,5,上,熏陶、熏香、熏肉,在,本地识字表文件(部编版)
2626,亥,hai,五上,5,上,亥时、辛亥、辛亥革命,在,本地识字表文件(部编版)
2627,恃,shi,五上,5,上,自恃、仗恃、恃强凌弱,在,本地识字表文件(部编版)
2628,擞,sou,五上,5,上,抖擞、抖擞精神、精神抖擞,在,本地识字表文件(部编版)
2629,泻,xie,五上,5,上,倾泻、流泻、腹泻,在,本地识字表文件(部编版)
2630,鳞,lin,五上,5,上,鱼鳞、鳞片、鳞甲,在,本地识字表文件(部编版)
2631,惶,huang,五上,5,上,惊惶、惶恐、惶惶,在,本地识字表文件(部编版)
2632,胎,tai,五上,5,上,胎儿、车胎、二胎,在,本地识字表文件(部编版)
2633,履,lv,五上,5,上,履行、履历、步履,在,本地识字表文件(部编版)
2634,哉,zai,五上,5,上,善哉、悠哉、悠哉游哉,在,本地识字表文件(部编版)
2635,估,gu,五上,5,上,估计、估量、估价,在,本地识字表文件(部编版)
2636,煌,huang,五上,5,上,辉煌、敦煌、金碧辉煌,在,本地识字表文件(部编版)
2637,珑,long,五上,5,上,玲珑、小巧玲珑、玲珑剔透,在,本地识字表文件(部编版)
2638,剔,ti,五上,5,上,剔除、挑剔、剔透,在,本地识字表文件(部编版)
2639,澜,lan,五上,5,上,波澜、波澜起伏、力挽狂澜,在,本地识字表文件(部编版)
2640,瑶,yao,五上,5,上,瑶族、瑶池、瑶柱,缺,本地识字表文件(部编版)
2641,陵,ling,五上,5,上,丘陵、金陵、江陵,在,本地识字表文件(部编版)
2642,宏,hong,五上,5,上,宏大、宏伟、宏图,在,本地识字表文件(部编版)
2643,奉,feng,五上,5,上,奉献、信奉、奉行,在,本地识字表文件(部编版)
2644,烬,jin,五上,5,上,灰烬、余烬、化为灰烬,在,本地识字表文件(部编版)
2645,瞒,man,五上,5,上,隐瞒、瞒骗、实不相瞒,在,本地识字表文件(部编版)
2646,域,yu,五上,5,上,区域、领域、水域,在,本地识字表文件(部编版)
2647,艇,ting,五上,5,上,快艇、潜艇、游艇、皮艇,在,本地识字表文件(部编版)
2648,矛,mao,五上,5,上,矛盾、矛头、长矛,在,本地识字表文件(部编版)
2649,盾,dun,五上,5,上,盾牌、后盾、矛盾,在,本地识字表文件(部编版)
2650,筷,kuai,五上,5,上,筷子、碗筷、公筷、竹筷,缺,本地识字表文件(部编版)
2651,炊,chui,五上,5,上,炊烟、野炊、炊具,在,本地识字表文件(部编版)
2652,喉,hou,五上,5,上,喉咙、喉结、喉头,在,本地识字表文件(部编版)
2653,咙,long,五上,5,上,喉咙、咙喉、喉咙痛,在,本地识字表文件(部编版)
2654,哽,geng,五上,5,上,哽咽、哽噎、哽住,缺,本地识字表文件(部编版)
2655,勺,shao,五上,5,上,勺子、汤勺、漏勺,在,本地识字表文件(部编版)
2656,搅,jiao,五上,5,上,搅动、打搅、搅和,在,本地识字表文件(部编版)
2657,舀,yao,五上,5,上,舀水、舀汤、舀子、舀勺,在,本地识字表文件(部编版)
2658,摄,she,五上,5,上,摄影、拍摄、摄入,在,本地识字表文件(部编版)
2659,殖,zhi,五上,5,上,繁殖、养殖、增殖,在,本地识字表文件(部编版)
2660,炭,tan,五上,5,上,木炭、煤炭、火炭,在,本地识字表文件(部编版)
2661,疗,liao,五上,5,上,治疗、疗法、疗程,在,本地识字表文件(部编版)
2662,驯,xun,五上,5,上,驯服、温驯、驯养,在,本地识字表文件(部编版)
2663,矫,jiao,五上,5,上,矫正、矫健、矫形,在,本地识字表文件(部编版)
2664,歇,xie,五上,5,上,歇息、歇脚、间歇,在,本地识字表文件(部编版)
2665,杈,cha,五上,5,上,树杈、丫杈、打杈、桠杈,在,本地识字表文件(部编版)
2666,藓,xian,五上,5,上,苔藓、藓苔、泥炭藓、苔藓植物,在,本地识字表文件(部编版)
2667,狭,xia,五上,5,上,狭窄、狭小、狭长,在,本地识字表文件(部编版)
2668,勉,mian,五上,5,上,勉励、勉强、勤勉,在,本地识字表文件(部编版)
2669,锥,zhui,五上,5,上,锥子、锥形、冰锥,在,本地识字表文件(部编版)
2670,魄,po,五上,5,上,气魄、魄力、体魄,在,本地识字表文件(部编版)
2671,抑,yi,五上,5,上,抑制、抑扬、压抑,在,本地识字表文件(部编版)
2672,颓,tui,五上,5,上,颓然、颓败、颓丧,在,本地识字表文件(部编版)
2673,纫,ren,五上,5,上,缝纫、缝纫机、纫针、纫佩,在,本地识字表文件(部编版)
2674,噪,zao,五上,5,上,噪音、噪声、降噪,在,本地识字表文件(部编版)
2675,褐,he,五上,5,上,褐色、褐马鸡、黄褐色,在,本地识字表文件(部编版)
2676,惫,bei,五上,5,上,疲惫、惫倦、疲惫不堪,在,本地识字表文件(部编版)
2677,耽,dan,五上,5,上,耽误、耽搁、耽心,在,本地识字表文件(部编版)
2678,兜,dou,五上,5,上,兜风、衣兜、围兜,在,本地识字表文件(部编版)
2679,权,quan,五上,5,上,权力、人权、权利,在,本地识字表文件(部编版)
2680,茧,jian,五上,5,上,蚕茧、老茧、茧子,在,本地识字表文件(部编版)
2681,栈,zhan,五上,5,上,栈道、客栈、栈桥,在,本地识字表文件(部编版)
